country,year,age,sex,cases
AN,2000,25-34,m,1
AN,2000,35-44,f,0
AN,2000,35-44,m,2
AN,2000,45-54,f,0
AN,2000,45-54,m,0
AN,2000,55-64,f,1
AN,2000,55-64,m,0
AN,2000,65+,f,0
AN,2000,65+,m,0
AN,2000,,f,0
AN,2000,,m,0
AN,2001,15-24,f,0
AN,2001,15-24,m,0
AN,2001,25-34,f,1
AN,2001,25-34,m,1
AN,2001,35-44,f,0
AN,2001,35-44,m,5
AN,2001,45-54,f,0
AN,2001,45-54,m,0
AN,2001,55-64,f,1
AN,2001,55-64,m,0
AN,2001,65+,f,0
AN,2001,65+,m,0
AN,2001,,f,0
AN,2001,,m,0
AN,2002,15-24,f,1
AN,2002,15-24,m,1
AN,2002,25-34,f,0
AN,2002,25-34,m,1
AN,2002,35-44,f,0
AN,2002,35-44,m,3
AN,2002,45-54,f,1
AN,2002,45-54,m,2
AN,2002,55-64,f,0
AN,2002,55-64,m,3
AN,2002,65+,f,1
AN,2002,65+,m,1
AN,2002,,f,0
AN,2002,,m,0
AN,2003,15-24,f,0
AN,2003,15-24,m,0
AN,2003,25-34,f,1
AN,2003,25-34,m,2
AN,2003,35-44,f,1
AN,2003,35-44,m,1
AN,2003,45-54,f,0
AN,2003,45-54,m,0
AN,2003,55-64,f,1
AN,2003,55-64,m,0
AN,2003,65+,f,0
AN,2003,65+,m,3
AN,2003,,f,0
AN,2003,,m,0
AN,2004,15-24,f,0
AN,2004,15-24,m,1
AN,2004,25-34,m,0
AN,2004,35-44,f,1
AN,2004,35-44,m,4
AN,2004,45-54,f,0
AN,2004,45-54,m,3
AN,2004,55-64,f,0
AN,2004,55-64,m,0
AN,2004,65+,f,0
AN,2004,65+,m,1
AN,2004,,f,0
AN,2004,,m,1
AN,2006,0-4,f,0
AN,2006,0-4,m,0
AN,2006,15-24,f,0
AN,2006,15-24,m,0
AN,2006,25-34,f,0
AN,2006,25-34,m,0
AN,2006,35-44,f,0
AN,2006,35-44,m,2
AN,2006,45-54,f,0
AN,2006,45-54,m,1
AN,2006,May-14,f,1
AN,2006,May-14,m,0
AN,2006,55-64,f,0
AN,2006,55-64,m,1
AN,2006,65+,f,0
AN,2006,65+,m,0
AN,2006,,f,1
AN,2006,,m,0
AO,1995,15-24,f,707
AO,1995,15-24,m,724
AO,1995,25-34,f,443
AO,1995,25-34,m,562
AO,1995,35-44,f,264
AO,1995,35-44,m,346
AO,1995,45-54,f,248
AO,1995,45-54,m,224
AO,1995,55-64,f,130
AO,1995,55-64,m,155
AO,1995,65+,f,18
AO,1995,65+,m,14
AO,1995,,f,371
AO,1995,,m,386
AO,1996,15-24,f,1066
AO,1996,15-24,m,1036
AO,1996,25-34,f,963
AO,1996,25-34,m,926
AO,1996,35-44,f,615
AO,1996,35-44,m,1027
AO,1996,45-54,f,370
AO,1996,45-54,m,469
AO,1996,55-64,f,242
AO,1996,55-64,m,272
AO,1996,65+,f,113
AO,1996,65+,m,169
AO,1996,,f,388
AO,1996,,m,360
AO,1997,15-24,f,1165
AO,1997,15-24,m,913
AO,1997,25-34,f,1007
AO,1997,25-34,m,1026
AO,1997,35-44,f,627
AO,1997,35-44,m,819
AO,1997,45-54,f,411
AO,1997,45-54,m,507
AO,1997,55-64,f,234
AO,1997,55-64,m,304
AO,1997,65+,f,145
AO,1997,65+,m,193
AO,1997,,f,431
AO,1997,,m,419
AO,1998,15-24,f,1084
AO,1998,15-24,m,915
AO,1998,25-34,f,970
AO,1998,25-34,m,950
AO,1998,35-44,f,623
AO,1998,35-44,m,839
AO,1998,45-54,f,319
AO,1998,45-54,m,470
AO,1998,55-64,f,169
AO,1998,55-64,m,219
AO,1998,65+,f,92
AO,1998,65+,m,135
AO,1998,,f,297
AO,1998,,m,240
AO,1999,15-24,f,1197
AO,1999,15-24,m,1134
AO,1999,25-34,f,1157
AO,1999,25-34,m,1237
AO,1999,35-44,f,743
AO,1999,35-44,m,973
AO,1999,45-54,f,474
AO,1999,45-54,m,518
AO,1999,55-64,f,217
AO,1999,55-64,m,314
AO,1999,65+,f,194
AO,1999,65+,m,234
AO,1999,,f,459
AO,1999,,m,391
AO,2000,15-24,f,1142
AO,2000,15-24,m,999
AO,2000,25-34,f,1091
AO,2000,25-34,m,1003
AO,2000,35-44,f,844
AO,2000,35-44,m,912
AO,2000,45-54,f,417
AO,2000,45-54,m,482
AO,2000,55-64,f,200
AO,2000,55-64,m,312
AO,2000,65+,f,120
AO,2000,65+,m,194
AO,2000,,f,247
AO,2000,,m,186
AO,2001,15-24,f,993
AO,2001,15-24,m,892
AO,2001,25-34,f,869
AO,2001,25-34,m,752
AO,2001,35-44,f,647
AO,2001,35-44,m,648
AO,2001,45-54,f,323
AO,2001,45-54,m,420
AO,2001,55-64,f,200
AO,2001,55-64,m,197
AO,2001,65+,f,182
AO,2001,65+,m,173
AO,2001,,f,279
AO,2001,,m,230
AO,2002,15-24,f,2610
AO,2002,15-24,m,2223
AO,2002,25-34,f,2208
AO,2002,25-34,m,2292
AO,2002,35-44,f,1600
AO,2002,35-44,m,1915
AO,2002,45-54,f,972
AO,2002,45-54,m,1187
AO,2002,55-64,f,533
AO,2002,55-64,m,624
AO,2002,65+,f,305
AO,2002,65+,m,444
AO,2002,,f,640
AO,2002,,m,435
AO,2003,15-24,f,3078
AO,2003,15-24,m,2355
AO,2003,25-34,f,2641
AO,2003,25-34,m,2598
AO,2003,35-44,f,1747
AO,2003,35-44,m,1908
AO,2003,45-54,f,1157
AO,2003,45-54,m,1090
AO,2003,55-64,f,395
AO,2003,55-64,m,512
AO,2003,65+,f,129
AO,2003,65+,m,361
AO,2003,,f,591
AO,2003,,m,409
AO,2004,15-24,f,3198
AO,2004,15-24,m,2684
AO,2004,25-34,f,2772
AO,2004,25-34,m,2659
AO,2004,35-44,f,1854
AO,2004,35-44,m,1998
AO,2004,45-54,f,1029
AO,2004,45-54,m,1196
AO,2004,55-64,f,505
AO,2004,55-64,m,561
AO,2004,65+,f,269
AO,2004,65+,m,321
AO,2004,,f,733
AO,2004,,m,554
AO,2005,15-24,f,2926
AO,2005,15-24,m,2549
AO,2005,25-34,f,2682
AO,2005,25-34,m,2797
AO,2005,35-44,f,1797
AO,2005,35-44,m,1918
AO,2005,45-54,f,1138
AO,2005,45-54,m,1255
AO,2005,55-64,f,581
AO,2005,55-64,m,665
AO,2005,65+,f,417
AO,2005,65+,m,461
AO,2005,,f,704
AO,2005,,m,520
AO,2006,15-24,f,2851
AO,2006,15-24,m,2632
AO,2006,25-34,f,2892
AO,2006,25-34,m,3049
AO,2006,35-44,f,1990
AO,2006,35-44,m,2182
AO,2006,45-54,f,1223
AO,2006,45-54,m,1397
AO,2006,55-64,f,583
AO,2006,55-64,m,729
AO,2006,65+,f,314
AO,2006,65+,m,428
AO,2006,,f,689
AO,2006,,m,540
AO,2007,15-24,f,2943
AO,2007,15-24,m,2824
AO,2007,25-34,f,2721
AO,2007,25-34,m,3197
AO,2007,35-44,f,1812
AO,2007,35-44,m,2255
AO,2007,45-54,f,1041
AO,2007,45-54,m,1357
AO,2007,55-64,f,554
AO,2007,55-64,m,699
AO,2007,65+,f,367
AO,2007,65+,m,465
AO,2007,,f,703
AO,2007,,m,484
AO,2008,15-24,f,3199
AO,2008,15-24,m,2970
AO,2008,25-34,f,2786
AO,2008,25-34,m,3493
AO,2008,35-44,f,2082
AO,2008,35-44,m,2418
AO,2008,45-54,f,1209
AO,2008,45-54,m,1480
AO,2008,55-64,f,556
AO,2008,55-64,m,733
AO,2008,65+,f,337
AO,2008,65+,m,420
AO,2008,,f,512
AO,2008,,f,0
AO,2008,,m,367
AO,2008,,m,0
AR,1996,15-24,f,643
AR,1996,15-24,m,611
AR,1996,25-34,f,591
AR,1996,25-34,m,535
AR,1996,35-44,f,528
AR,1996,35-44,m,338
AR,1996,45-54,f,546
AR,1996,45-54,m,276
AR,1996,55-64,f,520
AR,1996,55-64,m,230
AR,1996,65+,f,463
AR,1996,65+,m,286
AR,1996,,f,107
AR,1996,,m,113
AR,1997,15-24,f,566
AR,1997,15-24,m,580
AR,1997,25-34,f,511
AR,1997,25-34,m,600
AR,1997,35-44,f,336
AR,1997,35-44,m,523
AR,1997,45-54,f,240
AR,1997,45-54,m,489
AR,1997,55-64,f,199
AR,1997,55-64,m,417
AR,1997,65+,f,234
AR,1997,65+,m,393
AR,1997,,f,133
AR,1997,,m,96
AR,1998,15-24,f,558
AR,1998,15-24,m,578
AR,1998,25-34,f,498
AR,1998,25-34,m,571
AR,1998,35-44,f,271
AR,1998,35-44,m,463
AR,1998,45-54,f,229
AR,1998,45-54,m,476
AR,1998,55-64,f,207
AR,1998,55-64,m,387
AR,1998,65+,f,276
AR,1998,65+,m,370
AR,1998,,f,94
AR,1998,,m,84
AR,1999,15-24,f,502
AR,1999,15-24,m,490
AR,1999,25-34,f,442
AR,1999,25-34,m,546
AR,1999,35-44,f,292
AR,1999,35-44,m,435
AR,1999,45-54,f,210
AR,1999,45-54,m,464
AR,1999,55-64,f,177
AR,1999,55-64,m,384
AR,1999,65+,f,249
AR,1999,65+,m,380
AR,1999,,f,108
AR,1999,,m,90
AR,2000,15-24,f,544
AR,2000,15-24,m,278
AR,2000,25-34,f,479
AR,2000,25-34,m,594
AR,2000,35-44,f,262
AR,2000,35-44,m,402
AR,2000,45-54,f,230
AR,2000,45-54,m,419
AR,2000,55-64,f,179
AR,2000,55-64,m,368
AR,2000,65+,f,216
AR,2000,65+,m,330
AR,2000,,f,121
AR,2000,,m,97
AR,2001,15-24,f,674
AR,2001,15-24,m,682
AR,2001,25-34,f,561
AR,2001,25-34,m,611
AR,2001,35-44,f,303
AR,2001,35-44,m,495
AR,2001,45-54,f,242
AR,2001,45-54,m,471
AR,2001,55-64,f,215
AR,2001,55-64,m,404
AR,2001,65+,f,249
AR,2001,65+,m,436
AR,2001,,f,85
AR,2001,,m,78
AR,2002,15-24,f,622
AR,2002,15-24,m,612
AR,2002,25-34,f,580
AR,2002,25-34,m,658
AR,2002,35-44,f,301
AR,2002,35-44,m,463
AR,2002,45-54,f,237
AR,2002,45-54,m,477
AR,2002,55-64,f,203
AR,2002,55-64,m,389
AR,2002,65+,f,255
AR,2002,65+,m,399
AR,2002,,f,117
AR,2002,,m,70
AR,2003,15-24,f,516
AR,2003,15-24,m,574
AR,2003,25-34,f,513
AR,2003,25-34,m,565
AR,2003,35-44,f,294
AR,2003,35-44,m,413
AR,2003,45-54,f,241
AR,2003,45-54,m,461
AR,2003,55-64,f,192
AR,2003,55-64,m,366
AR,2003,65+,f,231
AR,2003,65+,m,405
AR,2003,,f,99
AR,2003,,m,89
AR,2004,15-24,f,519
AR,2004,15-24,m,588
AR,2004,25-34,f,477
AR,2004,25-34,m,543
AR,2004,35-44,f,271
AR,2004,35-44,m,399
AR,2004,45-54,f,237
AR,2004,45-54,m,387
AR,2004,55-64,f,169
AR,2004,55-64,m,332
AR,2004,65+,f,237
AR,2004,65+,m,345
AR,2004,,f,98
AR,2004,,m,64
AR,2005,15-24,f,530
AR,2005,15-24,m,621
AR,2005,25-34,f,474
AR,2005,25-34,m,530
AR,2005,35-44,f,290
AR,2005,35-44,m,358
AR,2005,45-54,f,198
AR,2005,45-54,m,384
AR,2005,55-64,f,169
AR,2005,55-64,m,340
AR,2005,65+,f,240
AR,2005,65+,m,348
AR,2005,,f,90
AR,2005,,m,64
AR,2006,0-4,f,18
AR,2006,0-4,m,19
AR,2006,15-24,f,438
AR,2006,15-24,m,519
AR,2006,25-34,f,437
AR,2006,25-34,m,484
AR,2006,35-44,f,235
AR,2006,35-44,m,360
AR,2006,45-54,f,197
AR,2006,45-54,m,351
AR,2006,May-14,f,56
AR,2006,May-14,m,48
AR,2006,55-64,f,173
AR,2006,55-64,m,346
AR,2006,65+,f,213
AR,2006,65+,m,321
AR,2006,,f,74
AR,2006,,m,67
AR,2007,0-4,f,14
AR,2007,0-4,m,14
AR,2007,15-24,f,558
AR,2007,15-24,m,656
AR,2007,25-34,f,500
AR,2007,25-34,m,623
AR,2007,35-44,f,246
AR,2007,35-44,m,401
AR,2007,45-54,f,217
AR,2007,45-54,m,415
AR,2007,May-14,f,56
AR,2007,May-14,m,63
AR,2007,55-64,f,172
AR,2007,55-64,m,389
AR,2007,65+,f,246
AR,2007,65+,m,324
AR,2007,,f,70
AR,2007,,m,77
AR,2008,0-4,f,5
AR,2008,0-4,m,11
AR,2008,15-24,f,536
AR,2008,15-24,m,633
AR,2008,25-34,f,506
AR,2008,25-34,m,611
AR,2008,35-44,f,252
AR,2008,35-44,m,390
AR,2008,45-54,f,221
AR,2008,45-54,m,416
AR,2008,May-14,f,61
AR,2008,May-14,m,58
AR,2008,55-64,f,157
AR,2008,55-64,m,364
AR,2008,65+,f,204
AR,2008,65+,m,295
AR,2008,,f,66
AR,2008,,f,8
AR,2008,,m,69
AR,2008,,m,30
AS,1997,15-24,f,0
AS,1997,15-24,m,0
AS,1997,25-34,f,0
AS,1997,25-34,m,0
AS,1997,35-44,f,0
AS,1997,35-44,m,1
AS,1997,45-54,f,1
AS,1997,45-54,m,1
AS,1997,55-64,f,0
AS,1997,55-64,m,1
AS,1997,65+,f,0
AS,1997,65+,m,1
AS,1997,,f,0
AS,1997,,m,1
AS,2000,45-54,f,1
AS,2000,45-54,m,1
AS,2000,55-64,m,1
AS,2001,35-44,f,1
AS,2001,55-64,f,1
AS,2002,55-64,m,1
AS,2003,45-54,f,1
AS,2003,55-64,m,1
AS,2004,45-54,f,1
AS,2004,55-64,m,2
AS,2005,25-34,f,1
AS,2005,45-54,f,2
AS,2006,25-34,f,1
AS,2006,45-54,f,2
AT,1995,15-24,f,22
AT,1995,15-24,m,37
AT,1995,25-34,f,52
AT,1995,25-34,m,95
AT,1995,35-44,f,32
AT,1995,35-44,m,82
AT,1995,45-54,f,21
AT,1995,45-54,m,89
AT,1995,55-64,f,18
AT,1995,55-64,m,71
AT,1995,65+,f,59
AT,1995,65+,m,73
AT,1995,,f,6
AT,1995,,m,4
AT,1997,15-24,f,41
AT,1997,15-24,m,59
AT,1997,25-34,f,93
AT,1997,25-34,m,117
AT,1997,35-44,f,62
AT,1997,35-44,m,170
AT,1997,45-54,f,52
AT,1997,45-54,m,168
AT,1997,55-64,f,52
AT,1997,55-64,m,122
AT,1997,65+,f,172
AT,1997,65+,m,185
AT,1997,,f,33
AT,1997,,m,24
AT,1999,15-24,f,10
AT,1999,15-24,m,13
AT,1999,25-34,f,16
AT,1999,25-34,m,40
AT,1999,35-44,f,18
AT,1999,35-44,m,54
AT,1999,45-54,f,6
AT,1999,45-54,m,52
AT,1999,55-64,f,2
AT,1999,55-64,m,37
AT,1999,65+,f,26
AT,1999,65+,m,49
AT,1999,,f,0
AT,1999,,m,0
AT,2000,15-24,f,11
AT,2000,15-24,m,17
AT,2000,25-34,f,22
AT,2000,25-34,m,30
AT,2000,35-44,f,12
AT,2000,35-44,m,59
AT,2000,45-54,f,11
AT,2000,45-54,m,42
AT,2000,55-64,f,6
AT,2000,55-64,m,23
AT,2000,65+,f,22
AT,2000,65+,m,41
AT,2000,,f,1
AT,2000,,m,1
AT,2001,15-24,f,8
AT,2001,15-24,m,15
AT,2001,25-34,f,13
AT,2001,25-34,m,27
AT,2001,35-44,f,15
AT,2001,35-44,m,39
AT,2001,45-54,f,4
AT,2001,45-54,m,37
AT,2001,55-64,f,6
AT,2001,55-64,m,37
AT,2001,65+,f,18
AT,2001,65+,m,27
AT,2001,,f,1
AT,2001,,m,1
AT,2002,15-24,f,8
AT,2002,15-24,m,8
AT,2002,25-34,f,13
AT,2002,25-34,m,14
AT,2002,35-44,f,7
AT,2002,35-44,m,32
AT,2002,45-54,f,5
AT,2002,45-54,m,43
AT,2002,55-64,f,7
AT,2002,55-64,m,20
AT,2002,65+,f,21
AT,2002,65+,m,25
AT,2002,,f,0
AT,2002,,m,1
AT,2003,15-24,f,10
AT,2003,15-24,m,19
AT,2003,25-34,f,25
AT,2003,25-34,m,31
AT,2003,35-44,f,12
AT,2003,35-44,m,37
AT,2003,45-54,f,7
AT,2003,45-54,m,43
AT,2003,55-64,f,4
AT,2003,55-64,m,19
AT,2003,65+,f,12
AT,2003,65+,m,28
AT,2003,,f,2
AT,2003,,m,0
AT,2004,15-24,f,12
AT,2004,15-24,m,19
AT,2004,25-34,f,15
AT,2004,25-34,m,19
AT,2004,35-44,f,9
AT,2004,35-44,m,38
AT,2004,45-54,f,3
AT,2004,45-54,m,27
AT,2004,55-64,f,3
AT,2004,55-64,m,24
AT,2004,65+,f,16
AT,2004,65+,m,21
AT,2004,,f,0
AT,2004,,m,1
AT,2005,0-4,f,0
AT,2005,0-4,m,1
AT,2005,15-24,f,13
AT,2005,15-24,m,32
AT,2005,25-34,f,11
AT,2005,25-34,m,23
AT,2005,35-44,f,8
AT,2005,35-44,m,22
AT,2005,45-54,f,3
AT,2005,45-54,m,41
AT,2005,May-14,f,0
AT,2005,May-14,m,0
AT,2005,55-64,f,5
AT,2005,55-64,m,24
AT,2005,65+,f,10
AT,2005,65+,m,30
AT,2005,,f,0
AT,2005,,f,0
AT,2005,,m,1
AT,2005,,m,0
AT,2006,0-4,f,1
AT,2006,0-4,m,0
AT,2006,15-24,f,12
AT,2006,15-24,m,9
AT,2006,25-34,f,12
AT,2006,25-34,m,25
AT,2006,35-44,f,16
AT,2006,35-44,m,36
AT,2006,45-54,f,5
AT,2006,45-54,m,39
AT,2006,May-14,f,1
AT,2006,May-14,m,1
AT,2006,55-64,f,3
AT,2006,55-64,m,19
AT,2006,65+,f,15
AT,2006,65+,m,19
AT,2006,,f,2
AT,2006,,f,0
AT,2006,,m,1
AT,2006,,m,0
AT,2007,0-4,f,1
AT,2007,15-24,f,10
AT,2007,15-24,m,12
AT,2007,25-34,f,14
AT,2007,25-34,m,15
AT,2007,35-44,f,7
AT,2007,35-44,m,27
AT,2007,45-54,f,11
AT,2007,45-54,m,26
AT,2007,May-14,f,1
AT,2007,May-14,m,1
AT,2007,55-64,f,2
AT,2007,55-64,m,18
AT,2007,65+,f,19
AT,2007,65+,m,25
AT,2007,,f,2
AT,2007,,m,1
AU,1997,15-24,f,10
AU,1997,15-24,m,8
AU,1997,25-34,f,15
AU,1997,25-34,m,24
AU,1997,35-44,f,9
AU,1997,35-44,m,18
AU,1997,45-54,f,5
AU,1997,45-54,m,13
AU,1997,55-64,f,10
AU,1997,55-64,m,17
AU,1997,65+,f,12
AU,1997,65+,m,28
AU,1997,,f,0
AU,1997,,m,1
AU,1998,15-24,f,19
AU,1998,15-24,m,11
AU,1998,25-34,f,24
AU,1998,25-34,m,22
AU,1998,35-44,f,15
AU,1998,35-44,m,18
AU,1998,45-54,f,8
AU,1998,45-54,m,13
AU,1998,55-64,f,2
AU,1998,55-64,m,15
AU,1998,65+,f,24
AU,1998,65+,m,31
AU,1998,,f,2
AU,1998,,m,0
AU,1999,15-24,f,10
AU,1999,15-24,m,13
AU,1999,25-34,f,16
AU,1999,25-34,m,40
AU,1999,35-44,f,18
AU,1999,35-44,m,54
AU,1999,45-54,f,6
AU,1999,45-54,m,52
AU,1999,55-64,f,2
AU,1999,55-64,m,37
AU,1999,65+,f,26
AU,1999,65+,m,49
AU,1999,,f,0
AU,1999,,m,0
AU,2000,15-24,f,15
AU,2000,15-24,m,16
AU,2000,25-34,f,19
AU,2000,25-34,m,35
AU,2000,35-44,f,12
AU,2000,35-44,m,25
AU,2000,45-54,f,15
AU,2000,45-54,m,24
AU,2000,55-64,f,5
AU,2000,55-64,m,19
AU,2000,65+,f,14
AU,2000,65+,m,49
AU,2000,,f,0
AU,2000,,m,3
AU,2001,15-24,f,21
AU,2001,15-24,m,23
AU,2001,25-34,f,27
AU,2001,25-34,m,20
AU,2001,35-44,f,16
AU,2001,35-44,m,18
AU,2001,45-54,f,7
AU,2001,45-54,m,18
AU,2001,55-64,f,8
AU,2001,55-64,m,13
AU,2001,65+,f,20
AU,2001,65+,m,35
AU,2001,,f,1
AU,2001,,m,1
AU,2002,15-24,f,15
AU,2002,15-24,m,15
AU,2002,25-34,f,21
AU,2002,25-34,m,20
AU,2002,35-44,f,15
AU,2002,35-44,m,26
AU,2002,45-54,f,6
AU,2002,45-54,m,19
AU,2002,55-64,f,4
AU,2002,55-64,m,13
AU,2002,65+,f,23
AU,2002,65+,m,34
AU,2002,,f,0
AU,2002,,m,1
AU,2003,15-24,f,9
AU,2003,15-24,m,14
AU,2003,25-34,f,13
AU,2003,25-34,m,10
AU,2003,35-44,f,3
AU,2003,35-44,m,2
AU,2003,45-54,f,5
AU,2003,45-54,m,11
AU,2003,55-64,f,4
AU,2003,55-64,m,5
AU,2003,65+,f,7
AU,2003,65+,m,30
AU,2003,,f,0
AU,2003,,m,0
AU,2004,15-24,f,6
AU,2004,15-24,m,18
AU,2004,25-34,f,17
AU,2004,25-34,m,16
AU,2004,35-44,f,5
AU,2004,35-44,m,17
AU,2004,45-54,f,7
AU,2004,45-54,m,15
AU,2004,55-64,f,3
AU,2004,55-64,m,11
AU,2004,65+,f,19
AU,2004,65+,m,32
AU,2004,,f,0
AU,2004,,m,0
AU,2005,15-24,f,18
AU,2005,15-24,m,32
AU,2005,25-34,f,26
AU,2005,25-34,m,27
AU,2005,35-44,f,11
AU,2005,35-44,m,23
AU,2005,45-54,f,10
AU,2005,45-54,m,11
AU,2005,55-64,f,6
AU,2005,55-64,m,12
AU,2005,65+,f,14
AU,2005,65+,m,30
AU,2005,,f,2
AU,2005,,m,0
AU,2006,0-4,f,1
AU,2006,0-4,m,1
AU,2006,15-24,f,18
AU,2006,15-24,m,33
AU,2006,25-34,f,27
AU,2006,25-34,m,35
AU,2006,35-44,f,14
AU,2006,35-44,m,23
AU,2006,45-54,f,7
AU,2006,45-54,m,21
AU,2006,May-14,f,1
AU,2006,May-14,m,1
AU,2006,55-64,f,9
AU,2006,55-64,m,16
AU,2006,65+,f,21
AU,2006,65+,m,43
AU,2006,,f,2
AU,2006,,m,1
AU,2007,0-4,f,0
AU,2007,0-4,m,0
AU,2007,15-24,f,26
AU,2007,15-24,m,30
AU,2007,25-34,f,37
AU,2007,25-34,m,33
AU,2007,35-44,f,20
AU,2007,35-44,m,20
AU,2007,45-54,f,12
AU,2007,45-54,m,15
AU,2007,May-14,f,4
AU,2007,May-14,m,3
AU,2007,55-64,f,7
AU,2007,55-64,m,14
AU,2007,65+,f,23
AU,2007,65+,m,37
AU,2007,,f,4
AU,2007,,m,3
AU,2008,15-24,f,27
AU,2008,15-24,m,46
AU,2008,25-34,f,32
AU,2008,25-34,m,33
AU,2008,35-44,f,14
AU,2008,35-44,m,20
AU,2008,45-54,f,6
AU,2008,45-54,m,27
AU,2008,55-64,f,11
AU,2008,55-64,m,23
AU,2008,65+,f,10
AU,2008,65+,m,42
AU,2008,,f,3
AU,2008,,m,2
AZ,1995,15-24,f,5
AZ,1995,15-24,m,13
AZ,1995,25-34,f,18
AZ,1995,25-34,m,29
AZ,1995,35-44,f,0
AZ,1995,35-44,m,14
AZ,1995,45-54,f,0
AZ,1995,45-54,m,6
AZ,1995,55-64,f,0
AZ,1995,55-64,m,4
AZ,1995,65+,f,0
AZ,1995,65+,m,1
AZ,1995,,f,0
AZ,1995,,m,0
AZ,1996,15-24,f,20
AZ,1996,15-24,m,57
AZ,1996,25-34,f,154
AZ,1996,25-34,m,302
AZ,1996,35-44,f,86
AZ,1996,35-44,m,231
AZ,1996,45-54,f,16
AZ,1996,45-54,m,47
AZ,1996,55-64,f,13
AZ,1996,55-64,m,101
AZ,1996,65+,f,10
AZ,1996,65+,m,16
AZ,1996,,f,5
AZ,1996,,m,0
AZ,1997,15-24,f,42
AZ,1997,15-24,m,120
AZ,1997,25-34,f,70
AZ,1997,25-34,m,244
AZ,1997,35-44,f,178
AZ,1997,35-44,m,194
AZ,1997,45-54,f,23
AZ,1997,45-54,m,89
AZ,1997,55-64,f,0
AZ,1997,55-64,m,12
AZ,1997,65+,f,0
AZ,1997,65+,m,3
AZ,1997,,f,0
AZ,1997,,m,0
AZ,1998,15-24,f,7
AZ,1998,15-24,m,44
AZ,1998,25-34,f,10
AZ,1998,25-34,m,47
AZ,1998,35-44,f,7
AZ,1998,35-44,m,24
AZ,1998,45-54,f,6
AZ,1998,45-54,m,9
AZ,1998,55-64,f,1
AZ,1998,55-64,m,4
AZ,1998,65+,f,0
AZ,1998,65+,m,2
AZ,1998,,f,0
AZ,1998,,m,0
AZ,1999,15-24,f,4
AZ,1999,15-24,m,96
AZ,1999,25-34,f,17
AZ,1999,25-34,m,46
AZ,1999,35-44,f,73
AZ,1999,35-44,m,217
AZ,1999,45-54,f,58
AZ,1999,45-54,m,184
AZ,1999,55-64,f,19
AZ,1999,55-64,m,49
AZ,1999,65+,f,0
AZ,1999,65+,m,0
AZ,1999,,f,0
AZ,1999,,m,0
AZ,2000,15-24,f,3
AZ,2000,15-24,m,9
AZ,2000,25-34,f,3
AZ,2000,25-34,m,24
AZ,2000,35-44,f,6
AZ,2000,35-44,m,33
AZ,2000,45-54,f,3
AZ,2000,45-54,m,42
AZ,2000,55-64,f,0
AZ,2000,55-64,m,30
AZ,2000,65+,f,0
AZ,2000,65+,m,0
AZ,2000,,f,0
AZ,2000,,m,0
AZ,2001,15-24,m,1
AZ,2001,25-34,f,1
AZ,2001,25-34,m,3
AZ,2001,,f,2
AZ,2001,,m,3
AZ,2002,15-24,f,48
AZ,2002,15-24,m,290
AZ,2002,25-34,f,88
AZ,2002,25-34,m,433
AZ,2002,35-44,f,80
AZ,2002,35-44,m,359
AZ,2002,45-54,f,34
AZ,2002,45-54,m,190
AZ,2002,55-64,f,19
AZ,2002,55-64,m,72
AZ,2002,65+,f,21
AZ,2002,65+,m,16
AZ,2002,,f,5
AZ,2002,,m,6
AZ,2003,15-24,f,72
AZ,2003,15-24,m,212
AZ,2003,25-34,f,60
AZ,2003,25-34,m,258
AZ,2003,35-44,f,62
AZ,2003,35-44,m,215
AZ,2003,45-54,f,48
AZ,2003,45-54,m,113
AZ,2003,55-64,f,26
AZ,2003,55-64,m,66
AZ,2003,65+,f,5
AZ,2003,65+,m,20
AZ,2003,,f,1
AZ,2003,,m,3
AZ,2004,15-24,f,120
AZ,2004,15-24,m,248
AZ,2004,25-34,f,65
AZ,2004,25-34,m,311
AZ,2004,35-44,f,57
AZ,2004,35-44,m,222
AZ,2004,45-54,f,34
AZ,2004,45-54,m,167
AZ,2004,55-64,f,33
AZ,2004,55-64,m,92
AZ,2004,65+,f,24
AZ,2004,65+,m,83
AZ,2004,,f,8
AZ,2004,,m,8
AZ,2005,0-4,f,2
AZ,2005,0-4,m,2
AZ,2005,15-24,f,64
AZ,2005,15-24,m,109
AZ,2005,25-34,f,98
AZ,2005,25-34,m,297
AZ,2005,35-44,f,47
AZ,2005,35-44,m,215
AZ,2005,45-54,f,32
AZ,2005,45-54,m,209
AZ,2005,May-14,f,88
AZ,2005,May-14,m,75
AZ,2005,55-64,f,24
AZ,2005,55-64,m,187
AZ,2005,65+,f,24
AZ,2005,65+,m,88
AZ,2005,,f,90
AZ,2005,,f,0
AZ,2005,,m,77
AZ,2005,,m,0
AZ,2006,0-4,f,0
AZ,2006,0-4,m,1
AZ,2006,15-24,f,51
AZ,2006,15-24,m,241
AZ,2006,25-34,f,66
AZ,2006,25-34,m,362
AZ,2006,35-44,f,66
AZ,2006,35-44,m,365
AZ,2006,45-54,f,44
AZ,2006,45-54,m,120
AZ,2006,May-14,f,2
AZ,2006,May-14,m,5
AZ,2006,55-64,f,15
AZ,2006,55-64,m,78
AZ,2006,65+,f,8
AZ,2006,65+,m,30
AZ,2006,,f,2
AZ,2006,,f,0
AZ,2006,,m,6
AZ,2006,,m,0
BA,1995,15-24,f,40
